raw,mask
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00527_Point0022_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00527_Point0022_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00054_Point0191_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00054_Point0191_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00686_Point0132_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00686_Point0132_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00271_Point0285_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00271_Point0285_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00358_Point0134_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00358_Point0134_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00447_Point0050_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00447_Point0050_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00455_Point0075_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00455_Point0075_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00702_Point0189_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00702_Point0189_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00408_Point0390_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00408_Point0390_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00543_Point0221_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00543_Point0221_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00021_Point0117_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00021_Point0117_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00143_Point0261_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00143_Point0261_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00044_Point0149_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00044_Point0149_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00069_Point0350_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00069_Point0350_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00398_Point0216_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00398_Point0216_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00098_Point0168_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00098_Point0168_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00070_Point0006_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00070_Point0006_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00104_Point0138_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00104_Point0138_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00841_Point0151_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00841_Point0151_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00600_Point0117_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00600_Point0117_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00143_Point0205_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00143_Point0205_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00263_Point0155_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00263_Point0155_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00119_Point0312_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00119_Point0312_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00124_Point0086_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00124_Point0086_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00342_Point0049_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00342_Point0049_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00030_Point0123_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00030_Point0123_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00841_Point0230_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00841_Point0230_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00718_Point0067_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00718_Point0067_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00763_Point0132_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00763_Point0132_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00051_Point0322_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00051_Point0322_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00534_Point0234_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00534_Point0234_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00457_Point0003_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00457_Point0003_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00816_Point0115_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00816_Point0115_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00013_Point0183_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00013_Point0183_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00085_Point0187_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00085_Point0187_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00063_Point0043_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00063_Point0043_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00575_Point0226_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00575_Point0226_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00574_Point0053_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00574_Point0053_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00532_Point0389_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00532_Point0389_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00192_Point0014_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00192_Point0014_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00151_Point0068_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00151_Point0068_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00267_Point0377_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00267_Point0377_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00548_Point0232_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00548_Point0232_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00352_Point0302_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00352_Point0302_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00316_Point0232_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00316_Point0232_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00344_Point0053_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00344_Point0053_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00277_Point0076_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00277_Point0076_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00697_Point0162_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00697_Point0162_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00530_Point0264_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00530_Point0264_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00196_Point0227_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00196_Point0227_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00384_Point0153_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00384_Point0153_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00116_Point0199_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00116_Point0199_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00545_Point0246_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00545_Point0246_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00586_Point0051_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00586_Point0051_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00543_Point0086_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00543_Point0086_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00306_Point0416_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00306_Point0416_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00693_Point0225_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00693_Point0225_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00169_Point0139_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00169_Point0139_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00545_Point0321_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00545_Point0321_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00258_Point0184_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00258_Point0184_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00474_Point0255_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00474_Point0255_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00248_Point0225_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00248_Point0225_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00537_Point0226_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00537_Point0226_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00208_Point0212_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00208_Point0212_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00009_Point0195_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00009_Point0195_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00524_Point0306_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00524_Point0306_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00536_Point0263_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00536_Point0263_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00176_Point0082_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00176_Point0082_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00356_Point0208_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00356_Point0208_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00025_Point0235_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00025_Point0235_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00825_Point0104_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00825_Point0104_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00280_Point0076_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00280_Point0076_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00017_Point0173_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00017_Point0173_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00268_Point0103_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00268_Point0103_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00293_Point0175_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00293_Point0175_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00226_Point0165_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00226_Point0165_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00636_Point0030_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00636_Point0030_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_raw_str/Time00099_Point0225_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20231020_Ti2_10x_rpl22_AID_356_369_20231020_164026_547/analysis/ch1_il_strS/seg_Time00099_Point0225_Channel470.tiff
/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_raw_str/Time00463_Point0007_Channel470.tiff,/mnt/external.data/TowbinLab/igheor/20230914_Ti2_10x_vhp-1_338_344_186_160_20230914_172832_008/analysis/ch1_il_strS/seg_Time00463_Point0007_Channel470.tiff
